Vendor_Customer_Name,GSTIN,Invoice_No,Invoice_Date,Ledger_Type,Invoice_Value,Taxable_Value,CGST_Amount,SGST_Amount,IGST_Amount,Total_Tax,Payment_Status,Payment_Date,TDS_Deducted,Account_Code,Remarks,Upload_Timestamp
Iyengar-Agrawal,27BBJCDIWZOD4ZW,INV-00617,2025-01-16,Receivable,282950.2,252634.11,0.0,0.0,30316.09,30316.09,Partial,2025-02-14,0.0,ACC-5678,,2025-11-01 19:53:42
"Kala, Rajagopal and Solanki",07WZKAG6W04Y1ZK,INV-00618,2025-08-15,Receivable,49316.7,44032.77,2641.97,2641.97,0.0,5283.93,Unpaid,2025-09-02,0.0,ACC-9416,,2025-11-01 19:53:42
Prabhakar-Konda,09FARMGJCY4V2ZS,INV-00619,2024-09-01,Payable,279183.07,249270.6,14956.24,14956.24,0.0,29912.47,Paid,2024-09-16,0.0,ACC-1963,Verified,2025-11-01 19:53:42
"Krishna, Nazareth and Mukhopadhyay",27BAYKIS11D22ZO,INV-00620,2025-05-10,Receivable,436670.03,370059.35,33305.34,33305.34,0.0,66610.68,Unpaid,2025-05-25,0.0,ACC-9375,Pending review,2025-11-01 19:53:42
Bali and Sons,07NAMZ6146VE4ZQ,INV-00621,2025-09-08,Receivable,362322.41,323502.15,19410.13,19410.13,0.0,38820.26,Partial,2025-09-26,3623.22,ACC-2794,Verified,2025-11-01 19:53:42
Chadha-Sahota,29XFRI09M0G84ZD,INV-00622,2025-01-19,Receivable,562944.74,439800.58,0.0,0.0,123144.16,123144.16,Unpaid,2025-02-08,5629.45,ACC-3140,Verified,2025-11-01 19:53:42
"Sharaf, Srinivas and Dey",076MLV8JGUZ41ZN,INV-00623,2025-04-21,Receivable,339444.22,287664.59,25889.81,25889.81,0.0,51779.63,Unpaid,2025-04-23,0.0,ACC-9668,Pending review,2025-11-01 19:53:42
Divan-Gaba,278RYQF8WXKK2ZA,INV-00624,2025-04-21,Receivable,35479.08,30067.02,0.0,0.0,5412.06,5412.06,Partial,2025-05-15,354.79,ACC-4233,Approved,2025-11-01 19:53:42
Barad PLC,27RAM4BE52S84ZE,INV-00625,2024-10-15,Payable,402602.57,359466.58,0.0,0.0,43135.99,43135.99,Unpaid,2024-11-02,0.0,ACC-8160,Approved,2025-11-01 19:53:42
Loke-Ghose,09VCHRM3WP8D2ZJ,INV-00626,2025-07-03,Receivable,207693.49,162260.54,22716.47,22716.47,0.0,45432.95,Paid,2025-07-20,0.0,ACC-4670,,2025-11-01 19:53:42
Kade-Buch,19F1JOHKK7QG2ZD,INV-00627,2024-11-10,Receivable,316263.58,268019.98,24121.8,24121.8,0.0,48243.6,Unpaid,2024-11-24,0.0,ACC-1159,Pending review,2025-11-01 19:53:42
Pandya-Dani,09MQ8Q6A1DF61ZS,INV-00628,2025-05-21,Payable,227532.86,192824.46,0.0,0.0,34708.4,34708.4,Paid,2025-05-28,2275.33,ACC-9055,Pending review,2025-11-01 19:53:42
Swamy-Chandran,09EYQ1S4DJ9D4ZD,INV-00629,2025-01-27,Payable,338739.38,287067.27,0.0,0.0,51672.11,51672.11,Unpaid,2025-02-25,0.0,ACC-4410,Pending review,2025-11-01 19:53:42
Sarkar-Arora,270Y0BHF0RIY1ZJ,INV-00630,2025-07-19,Payable,170453.34,162336.51,4058.41,4058.41,0.0,8116.83,Paid,2025-07-20,0.0,ACC-9503,,2025-11-01 19:53:42
"Handa, Ganguly and Karpe",19YEAVEDHR3P1ZD,INV-00631,2025-02-01,Payable,233221.06,208233.09,0.0,0.0,24987.97,24987.97,Unpaid,2025-02-25,2332.21,ACC-7607,,2025-11-01 19:53:42
"Mohan, Thakkar and Dewan",19JWPXEFAF0I4ZX,INV-00632,2025-08-25,Payable,355678.34,277873.7,38902.32,38902.32,0.0,77804.64,Partial,2025-08-29,3556.78,ACC-1055,Verified,2025-11-01 19:53:42
Wagle-Bedi,07KDVNJN2Q3F2ZO,INV-00633,2024-11-01,Payable,300785.57,286462.45,7161.56,7161.56,0.0,14323.12,Unpaid,2024-11-05,0.0,ACC-1043,Verified,2025-11-01 19:53:42
Chowdhury Ltd,27X6WB68Q0J92ZQ,INV-00634,2025-05-16,Payable,145001.31,113282.27,0.0,0.0,31719.04,31719.04,Unpaid,2025-06-04,1450.01,ACC-3494,Pending review,2025-11-01 19:53:42
Wagle-Kaur,29XMZMZ2K1KO4ZP,INV-00635,2025-03-12,Payable,539450.18,481651.95,28899.12,28899.12,0.0,57798.23,Partial,2025-03-28,0.0,ACC-8483,,2025-11-01 19:53:42
Wali Inc,29ZVUV3CB0IX2ZV,INV-00636,2025-05-02,Payable,188824.27,168593.1,0.0,0.0,20231.17,20231.17,Unpaid,2025-05-03,1888.24,ACC-6518,Approved,2025-11-01 19:53:42
"Deo, Chadha and Cherian",276G61PCWE4C2ZT,INV-00637,2025-07-21,Payable,472564.83,421932.88,25315.97,25315.97,0.0,50631.95,Partial,2025-08-04,0.0,ACC-5227,,2025-11-01 19:53:42
Deep-Bora,27ZN9UHJPKHF4ZZ,INV-00638,2024-12-08,Payable,54756.42,52148.97,0.0,0.0,2607.45,2607.45,Paid,2024-12-10,0.0,ACC-9438,Approved,2025-11-01 19:53:42
Bhatia Group,29BFA1U5MY804ZP,INV-00639,2024-12-07,Payable,534883.11,417877.43,58502.84,58502.84,0.0,117005.68,Paid,2024-12-21,0.0,ACC-2585,Pending review,2025-11-01 19:53:42
Bedi-Nagy,07WUECPNCC2K1ZP,INV-00640,2024-12-28,Receivable,41565.16,35224.71,0.0,0.0,6340.45,6340.45,Paid,2025-01-27,0.0,ACC-2395,Approved,2025-11-01 19:53:42
"Srinivasan, Jayaraman and Mohan",293K3OM5FKTI4ZT,INV-00641,2025-05-15,Payable,171147.13,162997.27,0.0,0.0,8149.86,8149.86,Partial,2025-06-04,1711.47,ACC-7051,Approved,2025-11-01 19:53:42
Pai Inc,19Q7JBMJM1FT4ZK,INV-00642,2025-09-23,Receivable,351786.44,335034.7,0.0,0.0,16751.74,16751.74,Partial,2025-09-28,3517.86,ACC-6063,Pending review,2025-11-01 19:53:42
"Dani, Chahal and Sarraf",09C86Z1B98VW1ZR,INV-00643,2025-05-04,Payable,559124.51,473834.33,0.0,0.0,85290.18,85290.18,Paid,2025-05-25,0.0,ACC-1197,Verified,2025-11-01 19:53:42
Deshmukh Ltd,27BSXPK48AB11ZR,INV-00644,2025-07-09,Receivable,453121.5,431544.29,10788.6,10788.6,0.0,21577.21,Paid,2025-07-20,4531.22,ACC-5550,,2025-11-01 19:53:42
Garg LLC,27NNEZTEEW6M2ZN,INV-00645,2024-09-30,Receivable,133038.57,126703.4,0.0,0.0,6335.17,6335.17,Paid,2024-10-15,0.0,ACC-5102,Approved,2025-11-01 19:53:42
Luthra-Butala,29O13TB25ICC2ZF,INV-00646,2025-01-23,Receivable,37078.57,31422.52,0.0,0.0,5656.05,5656.05,Unpaid,2025-02-06,0.0,ACC-1879,Verified,2025-11-01 19:53:42
"Rout, Singh and Golla",07EOXXC7HZ361ZO,INV-00647,2025-09-01,Payable,186832.08,158332.27,14249.91,14249.91,0.0,28499.81,Partial,2025-09-06,0.0,ACC-1262,Pending review,2025-11-01 19:53:42
"Dhar, Ganguly and Devi",24I6LTDMO8RC1ZQ,INV-00648,2024-12-28,Payable,178550.64,159420.21,0.0,0.0,19130.43,19130.43,Partial,2025-01-14,0.0,ACC-3257,Pending review,2025-11-01 19:53:42
Bal-Kala,0702BIP18A4J4ZM,INV-00649,2025-02-01,Receivable,436083.52,415317.64,0.0,0.0,20765.88,20765.88,Partial,2025-03-03,4360.84,ACC-1018,Pending review,2025-11-01 19:53:42
"Pillai, Nanda and Dixit",074NANPINXTX1ZR,INV-00650,2025-09-26,Receivable,189445.43,180424.22,4510.6,4510.6,0.0,9021.21,Paid,2025-09-28,1894.45,ACC-9205,Verified,2025-11-01 19:53:42
"Venkataraman, Varghese and Sarna",073V1M3PP00C1ZR,INV-00651,2025-03-18,Receivable,562520.23,476712.06,42904.08,42904.08,0.0,85808.17,Unpaid,2025-04-10,0.0,ACC-3227,,2025-11-01 19:53:42
Anand-Lanka,09UUSFN07EA22ZC,INV-00652,2025-01-06,Payable,457788.33,387956.21,34916.06,34916.06,0.0,69832.12,Unpaid,2025-01-27,4577.88,ACC-7743,Approved,2025-11-01 19:53:42
Sabharwal PLC,19OWNX23VEUL2ZF,INV-00653,2025-04-16,Payable,303020.66,236734.89,0.0,0.0,66285.77,66285.77,Paid,2025-04-28,3030.21,ACC-1285,Verified,2025-11-01 19:53:42
Hari-Narasimhan,09BMWUOUC6T82ZF,INV-00654,2025-01-11,Receivable,454687.81,385328.65,34679.58,34679.58,0.0,69359.16,Paid,2025-01-17,4546.88,ACC-3285,Approved,2025-11-01 19:53:42
Bath-Krishna,09EWFWBEBY4U1ZR,INV-00655,2025-09-03,Payable,143602.09,121696.69,10952.7,10952.7,0.0,21905.4,Partial,2025-09-07,1436.02,ACC-2137,Pending review,2025-11-01 19:53:42
Subramaniam PLC,27Y4MZVMCPSI2ZS,INV-00656,2025-03-10,Receivable,532835.26,416277.55,0.0,0.0,116557.71,116557.71,Unpaid,2025-03-29,0.0,ACC-7513,Verified,2025-11-01 19:53:42
Shankar-Choudhury,24PKAVM96N7K1ZF,INV-00657,2025-03-08,Payable,35682.28,31859.18,0.0,0.0,3823.1,3823.1,Paid,2025-03-23,356.82,ACC-4589,Verified,2025-11-01 19:53:42
Kala Inc,27V3S2SUMH3B4ZE,INV-00658,2025-03-15,Receivable,402863.79,383679.8,0.0,0.0,19183.99,19183.99,Unpaid,2025-03-29,0.0,ACC-2396,Pending review,2025-11-01 19:53:42
"Sachdeva, Ravel and Khosla",29U9W0TE52VX4ZO,INV-00659,2025-02-10,Payable,167441.45,141899.53,0.0,0.0,25541.92,25541.92,Partial,2025-02-15,0.0,ACC-1485,Verified,2025-11-01 19:53:42
"Keer, Pillai and Garde",07I1NQ0EI05N2ZR,INV-00660,2025-05-17,Payable,55999.79,47457.45,4271.17,4271.17,0.0,8542.34,Paid,2025-06-15,0.0,ACC-7999,Verified,2025-11-01 19:53:42
"Chander, Ganesan and Bhandari",19I2I397I6YX4ZI,INV-00661,2025-01-25,Receivable,186238.69,177370.18,0.0,0.0,8868.51,8868.51,Paid,2025-01-30,0.0,ACC-5333,Approved,2025-11-01 19:53:42
Gokhale-Anand,09P9UW165AEJ4ZW,INV-00662,2025-04-29,Payable,418878.28,373998.46,0.0,0.0,44879.82,44879.82,Unpaid,2025-05-23,0.0,ACC-6326,Pending review,2025-11-01 19:53:42
Dani Ltd,09AGCSTNPEZI2ZD,INV-00663,2025-02-20,Receivable,530691.9,449738.9,0.0,0.0,80953.0,80953.0,Unpaid,2025-03-05,5306.92,ACC-6004,Pending review,2025-11-01 19:53:42
Pathak-Suri,24B0MQOQ4KRE1ZX,INV-00664,2025-09-28,Payable,313827.65,298883.48,0.0,0.0,14944.17,14944.17,Unpaid,2025-10-12,3138.28,ACC-5912,,2025-11-01 19:53:42
Gade LLC,27VNXNPSV8DK2ZB,INV-00665,2025-06-16,Payable,337487.41,263662.04,36912.68,36912.68,0.0,73825.37,Paid,2025-07-06,0.0,ACC-4876,Verified,2025-11-01 19:53:42
"Bala, Khalsa and Kulkarni",07N18B850PK52ZD,INV-00666,2025-02-25,Receivable,157024.95,149547.57,3738.69,3738.69,0.0,7477.38,Unpaid,2025-03-21,1570.25,ACC-4358,Approved,2025-11-01 19:53:42
Vyas-Mahal,07RIG7JVDIKD4ZQ,INV-00667,2025-09-22,Receivable,97374.57,92737.69,0.0,0.0,4636.88,4636.88,Paid,2025-10-01,0.0,ACC-7911,Verified,2025-11-01 19:53:42
"Devi, Bail and Menon",27R3NK8PQEQ74ZW,INV-00668,2024-11-01,Receivable,291530.85,227758.48,31886.19,31886.19,0.0,63772.37,Unpaid,2024-11-19,0.0,ACC-6207,Verified,2025-11-01 19:53:42
"Chanda, Kanda and Gade",07DEKY820ICF2ZI,INV-00669,2025-04-21,Payable,334956.02,319005.73,7975.15,7975.15,0.0,15950.29,Unpaid,2025-05-13,3349.56,ACC-7459,,2025-11-01 19:53:42
Chanda-Srivastava,27P72L4X5BWA1ZS,INV-00670,2025-03-12,Payable,489816.61,437336.26,0.0,0.0,52480.35,52480.35,Partial,2025-03-25,4898.17,ACC-7347,Approved,2025-11-01 19:53:42
Andra Group,07QRGREWDS0H2ZC,INV-00671,2025-05-10,Receivable,317286.16,283291.21,0.0,0.0,33994.95,33994.95,Paid,2025-06-07,0.0,ACC-2254,,2025-11-01 19:53:42
Parmar Group,27PJNVWRXGKI2ZV,INV-00672,2025-05-07,Receivable,320267.23,250208.77,35029.23,35029.23,0.0,70058.46,Partial,2025-05-22,3202.67,ACC-5416,Approved,2025-11-01 19:53:42
Banerjee-Taneja,19RDE51K8LXE2ZK,INV-00673,2025-08-05,Receivable,84009.96,65632.78,0.0,0.0,18377.18,18377.18,Unpaid,2025-09-01,0.0,ACC-3615,Verified,2025-11-01 19:53:42
Sule-Dasgupta,0945VYBJH4OU2ZI,INV-00674,2025-08-12,Payable,212010.24,165633.0,23188.62,23188.62,0.0,46377.24,Unpaid,2025-08-13,0.0,ACC-2783,Approved,2025-11-01 19:53:42
Butala-Dutt,09O6J0M3LOUF1ZY,INV-00675,2025-07-18,Receivable,75584.49,64054.65,0.0,0.0,11529.84,11529.84,Unpaid,2025-07-23,0.0,ACC-6131,Approved,2025-11-01 19:53:42
Walia Inc,19T8AN2LM1CB1ZL,INV-00676,2025-06-02,Payable,120103.77,107235.51,6434.13,6434.13,0.0,12868.26,Unpaid,2025-06-04,0.0,ACC-7869,,2025-11-01 19:53:42
Walla PLC,24I26LH07BA71ZQ,INV-00677,2025-03-23,Payable,417646.22,397758.3,0.0,0.0,19887.92,19887.92,Paid,2025-03-28,0.0,ACC-8091,Approved,2025-11-01 19:53:42
Bhattacharyya-Rao,07KI1IJE2XE02ZC,INV-00678,2024-10-10,Receivable,59143.96,46206.22,0.0,0.0,12937.74,12937.74,Paid,2024-10-22,0.0,ACC-3819,Verified,2025-11-01 19:53:42
Master Group,270T7DVO342P4ZA,INV-00679,2025-02-02,Receivable,161598.49,144284.37,0.0,0.0,17314.12,17314.12,Partial,2025-02-25,0.0,ACC-5637,Verified,2025-11-01 19:53:42
Loyal-Shetty,078UNPIOKKZS2ZA,INV-00680,2025-05-13,Payable,432473.72,366503.15,0.0,0.0,65970.57,65970.57,Paid,2025-06-04,4324.74,ACC-9078,Pending review,2025-11-01 19:53:42
"Narasimhan, Parikh and Mishra",09I9OINUXL391ZR,INV-00681,2024-11-26,Payable,143058.04,111764.09,0.0,0.0,31293.95,31293.95,Partial,2024-12-01,0.0,ACC-1041,,2025-11-01 19:53:42
Narayanan-Gour,27FWR0UI1JLM1ZB,INV-00682,2025-02-12,Payable,444939.29,347608.82,0.0,0.0,97330.47,97330.47,Unpaid,2025-02-20,0.0,ACC-5710,Pending review,2025-11-01 19:53:42
"Bhattacharyya, Cheema and Walla",07Y12TLXLZS44ZC,INV-00683,2024-10-24,Payable,229523.69,218593.99,5464.85,5464.85,0.0,10929.7,Partial,2024-11-10,0.0,ACC-7877,Verified,2025-11-01 19:53:42
Sheth-Palla,291F0FP8BPG22ZE,INV-00684,2025-09-19,Receivable,561107.67,438365.37,61371.15,61371.15,0.0,122742.3,Unpaid,2025-09-28,5611.08,ACC-1299,Approved,2025-11-01 19:53:42
More-Madan,27KPK7YSWNXF4ZV,INV-00685,2024-12-14,Payable,475986.9,403378.73,36304.08,36304.08,0.0,72608.17,Paid,2024-12-16,0.0,ACC-3637,Approved,2025-11-01 19:53:42
"Nigam, Sidhu and Buch",09Q77Z4ES3AO1ZP,INV-00686,2024-10-05,Receivable,521558.16,496722.06,12418.05,12418.05,0.0,24836.1,Paid,2024-10-27,5215.58,ACC-2347,Pending review,2025-11-01 19:53:42
"Kurian, Vohra and Johal",24GYTLCQFMUI4ZA,INV-00687,2024-12-08,Payable,185016.96,144544.5,20236.23,20236.23,0.0,40472.46,Paid,2024-12-12,1850.17,ACC-1834,Approved,2025-11-01 19:53:42
Dhawan Inc,07WOJTXCF0KJ1ZE,INV-00688,2025-05-26,Receivable,381165.26,297785.36,41689.95,41689.95,0.0,83379.9,Paid,2025-06-22,3811.65,ACC-9137,Pending review,2025-11-01 19:53:42
Shetty Group,191VJ35YRG291ZZ,INV-00689,2025-07-12,Payable,91594.62,81780.91,4906.85,4906.85,0.0,9813.71,Partial,2025-08-05,915.95,ACC-9277,,2025-11-01 19:53:42
"Dhawan, Agate and Khatri",27L6BSPXLSEU2ZY,INV-00690,2025-03-17,Payable,420150.62,356059.85,32045.38,32045.38,0.0,64090.77,Paid,2025-03-24,0.0,ACC-4303,Verified,2025-11-01 19:53:42
Johal Ltd,19LCVHFWJFPP4ZZ,INV-00691,2025-01-07,Receivable,442662.55,345830.12,48416.21,48416.21,0.0,96832.43,Partial,2025-02-03,4426.63,ACC-1810,Verified,2025-11-01 19:53:42
"Kothari, Thaker and Karnik",29ANQY0HU97N1ZX,INV-00692,2024-09-06,Payable,125032.42,105959.68,0.0,0.0,19072.74,19072.74,Unpaid,2024-09-08,1250.32,ACC-4438,Approved,2025-11-01 19:53:42
Dara-Kadakia,27VL66SAJXXO4ZW,INV-00693,2025-01-08,Receivable,151562.44,144345.18,0.0,0.0,7217.26,7217.26,Paid,2025-01-16,0.0,ACC-9132,Verified,2025-11-01 19:53:42
"Karan, Bala and Bhatia",2479WRR513BB4ZE,INV-00694,2025-08-28,Receivable,415224.45,370736.12,0.0,0.0,44488.33,44488.33,Partial,2025-09-15,0.0,ACC-2719,,2025-11-01 19:53:42
Guha-Modi,094EPZL4J4X02ZV,INV-00695,2025-02-10,Payable,503877.77,449890.87,26993.45,26993.45,0.0,53986.9,Unpaid,2025-03-04,5038.78,ACC-1834,Approved,2025-11-01 19:53:42
"Badal, Wali and Goyal",19AXOYCG1FJG1ZI,INV-00696,2025-07-09,Payable,137414.23,107354.87,0.0,0.0,30059.36,30059.36,Partial,2025-07-30,0.0,ACC-8645,Approved,2025-11-01 19:53:42
"Shetty, Singh and Bhasin",2404AJMMUZUQ1ZC,INV-00697,2024-12-03,Receivable,411577.24,367479.68,22048.78,22048.78,0.0,44097.56,Paid,2024-12-24,0.0,ACC-4375,,2025-11-01 19:53:42
Borde Group,19WAGAWQ57LY1ZX,INV-00698,2025-09-22,Receivable,438575.47,371674.13,0.0,0.0,66901.34,66901.34,Paid,2025-10-03,4385.75,ACC-2955,Verified,2025-11-01 19:53:42
"Raghavan, Chadha and Gopal",09ZGFLIG5GKZ2ZC,INV-00699,2025-05-09,Receivable,217149.52,184025.02,16562.25,16562.25,0.0,33124.5,Paid,2025-05-27,2171.5,ACC-8268,Verified,2025-11-01 19:53:42
Wali PLC,24S3YG8VFU9P4ZZ,INV-00700,2025-08-16,Receivable,448193.75,400172.99,24010.38,24010.38,0.0,48020.76,Paid,2025-09-10,0.0,ACC-1921,Pending review,2025-11-01 19:53:42
Kamdar-Khalsa,248T0JSHHJ7S4ZF,INV-00701,2025-05-02,Receivable,92641.2,78509.49,7065.85,7065.85,0.0,14131.71,Paid,2025-05-16,0.0,ACC-1450,Verified,2025-11-01 19:53:42
"Kumar, Narula and Barad",19NVBZW5APMX1ZF,INV-00702,2025-03-03,Receivable,204896.08,160075.06,0.0,0.0,44821.02,44821.02,Paid,2025-03-08,2048.96,ACC-7294,Approved,2025-11-01 19:53:42
Kibe-Jayaraman,27PWVZ0RI0VR2ZJ,INV-00703,2024-09-21,Receivable,543956.2,485675.18,0.0,0.0,58281.02,58281.02,Unpaid,2024-10-16,0.0,ACC-4243,,2025-11-01 19:53:42
Pandey-Char,09PJUVFFKVZS4ZY,INV-00704,2024-11-11,Receivable,86902.88,73646.51,0.0,0.0,13256.37,13256.37,Paid,2024-11-13,0.0,ACC-7868,Verified,2025-11-01 19:53:42
Pradhan-Zacharia,27L12QFAF5KC1ZG,INV-00705,2025-04-12,Payable,60683.59,54181.78,0.0,0.0,6501.81,6501.81,Paid,2025-05-08,0.0,ACC-1244,Approved,2025-11-01 19:53:42
Anne PLC,24T1AFDTOHRN2ZW,INV-00706,2025-01-03,Receivable,403092.4,383897.52,9597.44,9597.44,0.0,19194.88,Unpaid,2025-01-31,4030.92,ACC-1515,Verified,2025-11-01 19:53:42
Divan Ltd,29L7OLKY5VTM4ZX,INV-00707,2025-06-28,Payable,25960.67,23179.17,0.0,0.0,2781.5,2781.5,Partial,2025-07-07,259.61,ACC-5803,Pending review,2025-11-01 19:53:42
Sachdev-Upadhyay,07NSAVOCIRBK1ZK,INV-00708,2025-03-16,Payable,423016.99,330482.02,0.0,0.0,92534.97,92534.97,Paid,2025-04-14,0.0,ACC-4051,Pending review,2025-11-01 19:53:42
Basu Group,07LYRJ8GOSD32ZV,INV-00709,2025-09-11,Payable,76401.28,59688.5,0.0,0.0,16712.78,16712.78,Unpaid,2025-09-30,0.0,ACC-7298,,2025-11-01 19:53:42
"Patel, Hans and Goyal",29LUNQR8O1KJ4ZD,INV-00710,2025-07-07,Receivable,519028.85,405491.29,56768.78,56768.78,0.0,113537.56,Unpaid,2025-07-16,0.0,ACC-8735,Verified,2025-11-01 19:53:42
Magar-Bhavsar,09Z48EGP15CA4ZS,INV-00711,2025-01-11,Receivable,136742.9,106830.39,14956.25,14956.25,0.0,29912.51,Unpaid,2025-02-02,1367.43,ACC-2086,,2025-11-01 19:53:42
Gill and Sons,27QB5QBVNPY11ZR,INV-00712,2025-01-15,Payable,115140.64,97576.81,8781.92,8781.92,0.0,17563.83,Paid,2025-02-03,1151.41,ACC-6974,Pending review,2025-11-01 19:53:42
"Shetty, Gandhi and Raja",27QKBE0TOGTE1ZU,INV-00713,2025-05-11,Payable,261062.34,221239.27,19911.53,19911.53,0.0,39823.07,Unpaid,2025-05-13,2610.62,ACC-7661,Approved,2025-11-01 19:53:42
Srinivas Group,09YI340SQCNF4ZU,INV-00714,2024-10-22,Payable,206994.24,197137.37,4928.44,4928.44,0.0,9856.87,Unpaid,2024-10-25,0.0,ACC-1158,Pending review,2025-11-01 19:53:42
"Butala, Jain and Tiwari",240PA8JX54PE1ZS,INV-00715,2025-01-12,Payable,557211.22,497510.02,0.0,0.0,59701.2,59701.2,Unpaid,2025-01-14,5572.11,ACC-9563,Approved,2025-11-01 19:53:42
Jani-Pillay,07UH7JYGSBOG2ZI,INV-00716,2024-09-03,Payable,219995.55,209519.57,5237.99,5237.99,0.0,10475.98,Unpaid,2024-10-01,0.0,ACC-2843,Pending review,2025-11-01 19:53:42
Murty-Sangha,24EJV9LHALCK4ZT,INV-00717,2025-04-24,Payable,351731.97,298077.94,26827.01,26827.01,0.0,53654.03,Unpaid,2025-05-12,3517.32,ACC-9247,Verified,2025-11-01 19:53:42
"Dara, Goda and Basak",097AMMPQ0HZY2ZM,INV-00718,2024-09-17,Payable,350429.37,333742.26,8343.56,8343.56,0.0,16687.11,Paid,2024-09-18,0.0,ACC-2755,,2025-11-01 19:53:42
Srinivas-Tara,199C0TK1QQFV4ZL,INV-00719,2025-06-17,Payable,232522.59,221450.09,5536.25,5536.25,0.0,11072.5,Paid,2025-06-28,2325.23,ACC-1767,Pending review,2025-11-01 19:53:42
Wason LLC,1909NTN8EOHD2ZF,INV-00720,2024-11-21,Payable,493783.77,385768.57,54007.6,54007.6,0.0,108015.2,Unpaid,2024-12-21,0.0,ACC-8803,Approved,2025-11-01 19:53:42
Karnik-Sawhney,071PVLND581L4ZR,INV-00721,2025-03-20,Receivable,153982.22,120298.61,16841.81,16841.81,0.0,33683.61,Partial,2025-03-30,0.0,ACC-5015,Pending review,2025-11-01 19:53:42
Palla PLC,09K7F5OA31XY1ZM,INV-00722,2025-06-25,Receivable,422426.98,330021.08,46202.95,46202.95,0.0,92405.9,Paid,2025-07-05,4224.27,ACC-2531,Verified,2025-11-01 19:53:42
Shanker LLC,29WWEW9V08LI4ZU,INV-00723,2025-04-30,Receivable,407498.72,345337.9,0.0,0.0,62160.82,62160.82,Paid,2025-05-27,0.0,ACC-5524,,2025-11-01 19:53:42
Subramanian-Kata,24V2OSG6Q0IQ4ZG,INV-00724,2025-02-13,Receivable,78748.46,74998.53,0.0,0.0,3749.93,3749.93,Unpaid,2025-03-10,787.48,ACC-9037,,2025-11-01 19:53:42
"Contractor, Seshadri and Lanka",29UQYPIGQX241ZH,INV-00725,2025-04-25,Payable,381992.8,363802.67,0.0,0.0,18190.13,18190.13,Unpaid,2025-05-11,0.0,ACC-6520,Approved,2025-11-01 19:53:42
Sanghvi PLC,24BY595CPJZE4ZU,INV-00726,2025-06-01,Payable,461100.12,360234.47,50432.82,50432.82,0.0,100865.65,Paid,2025-06-19,4611.0,ACC-8357,,2025-11-01 19:53:42
Nagar LLC,24C330BO7WP21ZE,INV-00727,2025-01-13,Receivable,400460.35,381390.81,0.0,0.0,19069.54,19069.54,Paid,2025-01-18,0.0,ACC-7096,,2025-11-01 19:53:42
Palla-Raman,07OM62HDXC6R1ZY,INV-00728,2025-01-12,Payable,227580.19,177797.02,24891.58,24891.58,0.0,49783.17,Unpaid,2025-01-24,0.0,ACC-7166,Verified,2025-11-01 19:53:42
"Shetty, Chowdhury and Soman",09ZUV1FKHNNK4ZF,INV-00729,2025-06-18,Receivable,410378.68,320608.34,44885.17,44885.17,0.0,89770.34,Paid,2025-06-26,4103.79,ACC-1309,Pending review,2025-11-01 19:53:42
"Mody, Natarajan and Bajaj",24K0ZFKNWBHK4ZA,INV-00730,2025-01-11,Receivable,241202.28,188439.28,26381.5,26381.5,0.0,52763.0,Unpaid,2025-01-25,2412.02,ACC-7058,Approved,2025-11-01 19:53:42
"Pandey, Mohanty and Naidu",1969XVSSN7X52ZF,INV-00731,2025-05-06,Receivable,472075.24,449595.47,0.0,0.0,22479.77,22479.77,Unpaid,2025-05-21,0.0,ACC-6867,Verified,2025-11-01 19:53:42
"Basak, Bera and Tiwari",07IHFV0EHRUW1ZX,INV-00732,2025-05-27,Receivable,504096.31,450085.99,27005.16,27005.16,0.0,54010.32,Paid,2025-05-28,0.0,ACC-2001,,2025-11-01 19:53:42
"Ganesh, Basu and Din",24BW8SJ84TC22ZS,INV-00733,2025-05-26,Payable,155177.37,131506.25,0.0,0.0,23671.12,23671.12,Unpaid,2025-06-08,1551.77,ACC-8875,Pending review,2025-11-01 19:53:42
Bath-Badami,2474IZG9JJ001ZE,INV-00734,2025-05-26,Receivable,177355.16,158352.82,0.0,0.0,19002.34,19002.34,Partial,2025-06-19,0.0,ACC-2600,,2025-11-01 19:53:42
Manda-Kale,29VUQT2LWHED1ZD,INV-00735,2025-06-05,Receivable,382456.55,298794.18,41831.18,41831.18,0.0,83662.37,Unpaid,2025-06-13,3824.57,ACC-4042,,2025-11-01 19:53:42
Chaudhari-Joshi,19AP6ZPXVW192ZY,INV-00736,2025-03-28,Receivable,389969.32,304663.53,0.0,0.0,85305.79,85305.79,Paid,2025-04-24,0.0,ACC-6313,,2025-11-01 19:53:42
"Choudhary, Ghosh and Tak",07SS8K5IJULP1ZP,INV-00737,2024-09-04,Payable,213006.98,166411.7,23297.64,23297.64,0.0,46595.28,Unpaid,2024-09-06,0.0,ACC-3830,Approved,2025-11-01 19:53:42
"Agrawal, Buch and Goswami",29G1YD5MY3GD1ZG,INV-00738,2025-02-05,Receivable,301929.01,255872.04,23028.49,23028.49,0.0,46056.97,Unpaid,2025-02-27,3019.29,ACC-3416,,2025-11-01 19:53:42
Biswas Inc,27Y7HYLGOGFX2ZQ,INV-00739,2025-05-01,Payable,422669.32,330210.41,46229.46,46229.46,0.0,92458.91,Partial,2025-05-18,4226.69,ACC-1748,,2025-11-01 19:53:42
